Nome,Latitude,Longitude,Altitude,Informação extra,Lote
Barragem de Alcoutim,37.470763,-7.492562,55,,400
Barragem de Odeleite,37.325371,-7.529632,55,,100
Barragem de Santa Clara,37.513786,-8.442038,134,,600
Barragem do Alqueva,38.197295,-7.496486,145,,800
Barragem do Beliche,37.275203,-7.509301,52,,100
Barragem do Pego do Altar,38.417944,-8.392519,54,,1500
Barranco das Pereiras,37.375979,-7.440443,9,,30
Barranco do Velho,37.237686,-7.936897,471,,200
Barrancos,38.131245,-6.976935,340,,800
Barriada de Canela,37.199587,-7.403262,3,,200
Barrio Reina Victoria,37.25529,-6.93857,19,,2100
Beja,38.015317,-7.862804,270,,100
Beliche,37.275026,-7.505045,40,,300
Benafim,37.234108,-8.126277,278,,600
Bens,37.604861,-7.532858,120,,600
Bensafrim,37.155291,-8.735569,30,,500
Besteiros,37.520107,-7.671043,215,,600
Bicada,37.585491,-7.698087,163,,600
Boavista,37.570953,-7.624094,159,Parque Natural do Vale do Guadiana,40
Boliqueime,37.132464,-8.159134,77,,400
Bollullos Par del Condado,37.338304,-6.538021,120,,300
Bordeira,37.196339,-8.861404,31,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Botelhas,37.252154,-7.491482,49,,300
Brinhosa,37.314868,-7.540571,159,,300
Budens,37.086905,-8.830957,49,,500
Burgau,37.072898,-8.774542,25,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
CA-34 - Acesso à Refinaria,36.191389,-5.385167,5,,1200
CA-34 - Puente Mayorga,36.182248,-5.380882,5,,1200
Cabanas de Tavira,37.13531,-7.600363,3,Ria Formosa,200
Cabeço da Junqueira,37.249328,-7.482872,55,,300
Cabo de Santa Maria,36.959245,-7.891501,0,Ria Formosa - Ilha da Barreta,200
Cabo de São Vicente,37.023133,-8.996423,60,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Cacela Velha,37.157275,-7.546349,26,Ria Formosa,200
Cachopo,37.332957,-7.817305,387,,100
Cais da Mesquita,37.55446,-7.526229,4,Parque Natural do Vale do Guadiana,200
Cais da Praia do Barril,37.091461,-7.673185,1,Ria Formosa - Ilha de Tavira,200
Cais Palafítico da Carrasqueira,38.412722,-8.757114,1,Reserva Natural do Estuário do Sado,1500
Caldas de Monchique,37.284505,-8.554239,210,,500
"Calle Cartagena, La Línea de la Concepción",36.176928,-5.348877,9,,1200
"Campamento, San Roque",36.175365,-5.374118,10,,1200
Canal Caveira,38.134474,-8.488352,47,,800
Carmona,37.471167,-5.641719,217,,600
Carrapateira,37.183972,-8.894624,32,Parque Natural do Sudoeste Alentejano e Costa Vicentina,500
Cartaya,37.283868,-7.153844,22,,200
Carvalhal,38.309545,-8.747237,12,,1500
Carvoeiro,37.097062,-8.471109,10,,500
"Casa Branca, Alcoutim",37.427782,-7.510975,206,,300
"Casa Branca, Castro Marim",37.318916,-7.514484,130,,100
Cascata do Pego do Inferno,37.155403,-7.696081,10,,300
Cascata do Pulo do Lobo - Margem Direita,37.804165,-7.633939,32,Parque Natural do Vale do Guadiana,100
Cascata do Pulo do Lobo - Margem Esquerda,37.804322,-7.633016,30,Parque Natural do Vale do Guadiana,200
Casinhas,37.254808,-7.4764,18,,300
Castelo de Paderne,37.157185,-8.200162,90,,400
Castro de Alferce,37.321503,-8.491470,482,,500
Castro Marim,37.217646,-7.442295,4,Sapal de Castro Marim e Vila Real de Santo António,100
Castro Marim Golfe & Country Club,37.23602,-7.469165,73,,100
Castro Verde,37.700053,-8.085895,240,,700
Catedral de Huelva,37.263051,-6.952509,4,,2100
Cemitério de Nuestra Señora de la Soledad,37.290616,-6.930998,44,,2100
Centro Comercial Aqualon,37.261455,-6.960993,3,,2100
Centro Comercial Holea,37.271920,-6.920021,15,,2100
Centro Penitenciario de Huelva,37.318956,-6.882963,18,,300
Cercado,37.428955,-7.518699,196,,300
Cercal do Alentejo,37.800576,-8.672848,160,,600
Cerro,37.426515,-7.513789,220,,300
Cerro do Enho,37.256426,-7.522096,151,,300
Choça Queimada,37.32165,-7.520856,120,,100
CM-41 - Saída 2,40.169295,-4.109204,630,,1100
CO-32 - Fim,37.867263,-4.812437,102,,800
CO-32 - Saída 3,37.841956,-4.801985,120,,800
Coito,37.475472,-7.590636,222,,400
Colos,37.734081,-8.459506,151,,800
Comporta,38.379786,-8.784954,9,Reserva Natural do Estuário do Sado,1500
"Conceição, Faro",37.061574,-7.9177,33,,300
"Conceição, Tavira",37.147989,-7.604968,29,,100
Coria del Río,37.288856,-6.053764,7,,400
Corte da Seda,37.44543,-7.496576,160,,400
Corte das Donas,37.387577,-7.467297,151,,10
Corte do Gago,37.289261,-7.547352,160,,300
Corte João Marques,37.37104,-7.900949,295,,400
Corte Nova,37.365236,-7.544351,188,,300
Corte Tabelião,37.464563,-7.511891,141,,30
Corte Velha,37.372536,-7.543409,185,,300
Cortes Pereiras,37.493132,-7.512727,141,,30
Costa Esuri,37.257626,-7.414094,10,,50
Cross of Sacrifice,36.148587,-5.349289,3,,1200
Cruz de João Mendes,38.087720,-8.639167,287,,1500
Cruzamento I da A-7 com a AP-7,36.297295,-5.283930,18,,900
Cruzamento II da A-7 com a AP-7,36.433295,-5.173107,66,,900
Cruzamento III da A-7 com a AP-7,36.436907,-5.136340,28,,900
Cruzamento IV da A-7 com a AP-7,36.512987,-4.929657,54,,900
Cruzamento V da A-7 com a AP-7,36.520949,-4.866504,77,,900
Cruzamento VI da A-7 com a AP-7,36.570743,-4.624111,57,,900
Cruzamento VII da A-7 com a AP-7,36.623396,-4.517056,124,,900
Cruzamento VIII da A-7 com a AP-7,37.257739,-1.901801,127,,1900
Cruzamento da A1 com a A9 CREL,38.893676,-9.048849,39,,1600
Cruzamento da A1 com a A10,39.017140,-8.965980,9,,1600
Cruzamento da A1 com a A12 e o IC17 CRIL,38.790813,-9.114443,55,,1600
Cruzamento da A1 com a A13-1,40.131594,-8.496468,53,,1600
Cruzamento da A1 com a A14,40.273256,-8.481637,45,,1600
Cruzamento da A1 com a A15,39.268048,-8.724290,43,,1600
Cruzamento da A1 com a A20,41.074199,-8.580291,199,,1600
Cruzamento da A1 com a A23,39.476867,-8.631178,93,,1600
Cruzamento da A1 com a A25,40.688180,-8.520667,106,,1600
Cruzamento da A1 com a A29,41.093983,-8.589270,146,,1700
Cruzamento da A1 com a A41 CREP,41.011392,-8.582885,119,,1600
Cruzamento da A1 com a A44,41.115178,-8.626368,94,,1700
Cruzamento da A2 com a A6 e a A13,38.602459,-8.643525,51,,800
Cruzamento da A2 com a A22,37.154436,-8.209989,94,,400
Cruzamento da A2 com a A26,38.118064,-8.414056,72,,700
Cruzamento da A5 com a A9 CREL,38.714489,-9.2642,64,,1000
Cruzamento da A9 CREL com o IC19,38.747774,-9.273421,141,,1100
Cruzamento da A10 com a A13,38.904728,-8.780689,29,,1500
Cruzamento da A12 com a A2,38.581137,-8.863207,48,,800
Cruzamento da A13 com a A23,39.488664,-8.447542,62,,1800
Cruzamento da A16 com a A5,38.726438,-9.417486,107,,1000
Cruzamento da A16 com a A9 CREL,38.769107,-9.268470,178,,1100
Cruzamento da A16 com o IC19,38.782785,-9.362511,194,,1400
Cruzamento da A20 com a A28,41.167188,-8.642155,71,,1600
Cruzamento da A20 com a A29,41.091295,-8.574657,116,,1600
Cruzamento da A20 com a A32,41.084035,-8.575471,150,,1600
Cruzamento da A20 com a A43,41.149785,-8.578898,28,,1600
Cruzamento da A20 com a A44,41.136918,-8.579439,25,,1600
Cruzamento da A26 com a A26-1,37.968659,-8.831384,36,,1500
Cruzamento da A-1 com a M-11 e a M-30,40.484075,-3.673431,730,,1600
Cruzamento da A-1 com a M-40,40.509392,-3.658287,709,,2000
Cruzamento da A-2 com a M-14,40.449966,-3.588432,608,,1800
Cruzamento da A-2 com a M-30,40.444645,-3.660544,673,,1600
Cruzamento da A-3 com a M-30,40.406361,-3.665215,612,,1400
Cruzamento da A-3 com a M-40,40.392569,-3.629780,661,,2000
Cruzamento da A-4 com a A-40,39.941944,-3.492594,733,,1300
Cruzamento da A-4 com a A-43,39.030347,-3.374038,656,,1300
Cruzamento da A-4 com a A-44,38.120721,-3.760710,371,,1000
Cruzamento da A-4 com a A-45,37.826958,-4.794385,140,,800
Cruzamento da A-4 com a AP-4,36.540948,-6.168066,6,,900
Cruzamento da A-4 com a AP-36 e a R-4,39.921148,-3.479330,729,,1300
Cruzamento da A-4 com a CM-42,39.447025,-3.526245,686,,1300
Cruzamento da A-4 com a CO-31,37.889575,-4.744859,102,,900
Cruzamento da A-4 com a M-30,40.382543,-3.687210,577,,1400
Cruzamento da A-4 com a M-40,40.361341,-3.678210,563,,2000
Cruzamento da A-4 com a M-50,40.276711,-3.690829,592,,1400
Cruzamento da A-4 com a SE-20,37.415523,-5.927024,18,,400
Cruzamento da A-4 Norte com a SE-30,37.408012,-5.948593,20,,300
Cruzamento da A-4 Norte com a SE-40,37.431546,-5.842137,38,,600
Cruzamento da A-4 Sul com a SE-30,37.341333,-5.981543,4,,200
Cruzamento da A-4 Sul com a SE-40,37.296855,-5.979238,13,,300
Cruzamento da A-5 com a A-58,39.499462,-5.840492,477,,1100
Cruzamento da A-5 com a A-66 Norte,38.944092,-6.343036,268,,1000
Cruzamento da A-5 com a A-66 Sul,38.910364,-6.378265,244,,800
Cruzamento da A-5 com a CM-41,40.187718,-4.121239,651,,1100
Cruzamento da A-5 com a EX-A1,39.871061,-5.585253,313,,1100
Cruzamento da A-5 com a EX-A2,39.130461,-5.949464,277,,1100
Cruzamento da A-5 com a M-30,40.417121,-3.722376,573,,1400
Cruzamento da A-5 com a M-40,40.371343,-3.800962,693,,1400
Cruzamento da A-5 com a R-5,40.265977,-4.039013,654,,1100
Cruzamento da A-6 com a M-30,40.453571,-3.743519,593,,1600
Cruzamento da A-6 com a M-40,40.464976,-3.795563,664,,1800
Cruzamento da A-6 com a M-50,40.523734,-3.886675,738,,1300
Cruzamento da A-7 com a A-44,36.786072,-3.510162,294,,1500
Cruzamento da A-7 com a A-91,37.567275,-1.817125,499,,1900
Cruzamento da A-7 com a A-92,36.888392,-2.416410,111,,1900
Cruzamento da A-7 com a A-1051,36.820445,-2.598143,103,,1900
Cruzamento da A-7 com a AP-46,36.756716,-4.483843,192,,1100
Cruzamento da A-7 com a CA-34,36.206684,-5.385194,54,,900
Cruzamento da A-7 com a GR-14,36.772168,-3.549387,70,,1500
Cruzamento da A-7 com a GR-16,36.739194,-3.485793,99,,1500
Cruzamento da A-7 com a MA-20,36.747074,-4.437679,103,,1100
Cruzamento da A-32 com a A-44,38.098815,-3.740827,328,,1200
Cruzamento da A-40 com a A-5,40.051674,-4.383975,469,,1100
Cruzamento da A-40 com a R-4,39.947150,-3.542866,718,,1400
Cruzamento da A-42 com a M-30,40.395089,-3.704665,577,,1400
Cruzamento da A-42 com a M-40,40.364798,-3.720714,609,,1200
Cruzamento da A-42 com a M-50,40.278996,-3.748647,619,,1400
Cruzamento da A-44 com a A-92,37.233578,-3.664623,640,,1200
Cruzamento da A-45 com a A-7,36.757216,-4.426484,42,,1200
Cruzamento da A-45 com a A-92,37.070510,-4.529941,446,,700
Cruzamento da A-45 com a A-92M,36.967613,-4.442754,797,,1100
Cruzamento da A-45 com a AP-46,36.949307,-4.441751,646,,1100
Cruzamento da A-49 com a A-483,37.354358,-6.559195,127,,200
Cruzamento da A-49 com a H-31,37.312759,-6.876701,13,,200
Cruzamento da A-49 com a SE-30,37.389184,-6.026031,5,,200
Cruzamento da A-49 com a SE-40,37.368806,-6.10437,86,,200
Cruzamento da A-66 com a EX-A1,39.981171,-6.153484,385,,1800
Cruzamento da A-66 com a SE-30,37.412414,-6.033472,12,,200
Cruzamento da A-92 com a A-92G,37.191388,-3.738156,571,,1200
Cruzamento da A-92 com a A-92M,37.129865,-4.288358,729,,800
Cruzamento da A-92 com a A-92N,37.320671,-3.117870,982,,1800
Cruzamento da A-92 com a GR-30,37.241528,-3.651907,689,,1200
Cruzamento da A-92 com a GR-43,37.213913,-3.714870,572,,1400
Cruzamento da A-92 com a SE-30,37.386323,-5.938242,20,,300
Cruzamento da A-92 com a SE-40,37.362057,-5.873598,38,,600
Cruzamento da A-316 com a A-44,37.817640,-3.765726,376,,1400
Cruzamento da A-318 com a A-45,37.406934,-4.530687,424,,1200
Cruzamento da A-357 com a A-7,36.712259,-4.509674,22,,1000
Cruzamento da A-376 com a SE-30,37.359407,-5.955099,10,,300
Cruzamento da A-376 com a SE-40,37.317631,-5.897760,68,,600
Cruzamento da A-381 com a A-7,36.171301,-5.456101,3,,900
Cruzamento da A-381 com a AP-4,36.653944,-6.084879,8,,900
Cruzamento da A-382 com a AP-4,36.704894,-6.074729,13,,800
Cruzamento da A-383 com a A-7,36.237350,-5.344005,156,,900
Cruzamento da A-395 com a GR-30,37.141566,-3.609004,675,,1500
Cruzamento da A-499 com a N-431,37.238458,-7.340504,50,,1500
Cruzamento da A-5054 com a HU-3400,37.205013,-7.267016,3,,1800
Cruzamento da A-5058 com a A-5059,37.233759,-7.066492,27,,1900
Cruzamento da A-8005 com a SE-20,37.433983,-5.966298,11,,600
Cruzamento da A-8009 com a SE-20,37.436078,-5.973137,13,,600
Cruzamento da AP-4 com a CA-32,36.536451,-6.198720,3,,1300
Cruzamento da AP-41 com a R-5,40.273252,-3.888339,639,,1100
Cruzamento da CA-35 com a CA-36,36.521909,-6.224320,2,,1300
Cruzamento da H-30 com a H-31,37.277543,-6.921695,22,,300
Cruzamento da H-30 com a N-431,37.333182,-6.949061,8,,1600
Cruzamento da HU-3400 com a N-431,37.252555,-7.241842,62,,1500
Cruzamento da M509 com a M512,37.313195,-7.551205,172,,300
Cruzamento da M524 com a M525,37.191082,-8.025535,127,,400
Cruzamento da M544 com a N261,38.102213,-8.747254,28,,1500
Cruzamento da M-11 com a M-14,40.458136,-3.580869,604,,2000
Cruzamento da M-11 com a M-40,40.479770,-3.641973,704,,2000
Cruzamento da M-12 com a M-40,40.453159,-3.60714,634,,2000
Cruzamento da M-14 com a M-21 e a M-40,40.441237,-3.593122,636,,2000
Cruzamento da M-23 com a M-30,40.418672,-3.658735,634,,1600
Cruzamento da M-30 com a M-607,40.485992,-3.694866,701,,1600
Cruzamento da M-31 com a M-40,40.372724,-3.653914,613,,2000
Cruzamento da M-40 com a M-45,40.359101,-3.763568,664,,1200
Cruzamento da M-40 com a M-501,40.396945,-3.833125,730,,1400
Cruzamento da M-40 com a M-607,40.519619,-3.686895,723,,1800
Cruzamento da M-40 com a R-2,40.496388,-3.646825,686,,2000
Cruzamento da M-40 com a R-3,40.413090,-3.620323,693,,2000
Cruzamento da M-40 com a R-5,40.361847,-3.744705,635,,1200
Cruzamento da M-45 com a R-5,40.353109,-3.754838,627,,1200
Cruzamento da M-50 com a M-503,40.453956,-3.878653,731,,1300
Cruzamento da M-50 com a R-4,40.273876,-3.719697,615,,1400
Cruzamento da MA-20 com a MA-23,36.669807,-4.467131,18,,1200
Cruzamento da N5 com a N262,38.265561,-8.346627,50,,1500
Cruzamento da N120 com a N120-1,37.851273,-8.710563,165,,1100
Cruzamento da N120 com a N121,38.022220,-8.672880,242,,1500
Cruzamento da N120 com a N125,37.112844,-8.681514,7,,500
Cruzamento da N120 com a N268,37.257986,-8.813080,78,,500
Cruzamento da N122 com a M507,37.480886,-7.561668,195,,20
Cruzamento da N122 com a M507-2,37.406191,-7.507953,168,,300
Cruzamento da N122 com a M512,37.281742,-7.470695,93,,300
Cruzamento da N122 com a M1059,37.400355,-7.508941,176,,300
Cruzamento da N122 com a M1060,37.373061,-7.527176,156,,300
Cruzamento da N122 com a M1063,37.318274,-7.480551,124,,300
Cruzamento da N122 com a N123,37.702519,-7.748,180,Parque Natural do Vale do Guadiana,200
Cruzamento da N122 com a N267,37.630994,-7.680053,106,Parque Natural do Vale do Guadiana,500
Cruzamento da N123 com a N263,37.604124,-8.610436,23,,600
Cruzamento da N123-1 com a N263,37.711360,-8.440538,200,,800
Cruzamento da N124 com a M507-1,37.450294,-7.693499,271,,400
Cruzamento da N124 com a N125,37.156309,-8.537505,25,,500
Cruzamento da N124 com a N266,37.200426,-8.529317,13,,500
Cruzamento da N124 com a N270,37.244393,-8.249638,161,,400
Cruzamento da N124 com a N396,37.231853,-7.961769,315,,400
Cruzamento da N124-1 com a N125,37.139328, -8.468676,56,,500
Cruzamento da N125 com a M516-2,37.063244,-7.75982,7,,200
Cruzamento da N125 com a M526,37.118547,-8.138639,39,,400
Cruzamento da N125 com a M531-1,37.161191,-8.569327,9,,500
Cruzamento da N125 com a M535,37.093659,-8.807304,30,,500
Cruzamento da N125 com a M537-2,37.090887,-8.782888,14,,500
Cruzamento da N125 com a M1347,37.100225,-7.682129,24,,200
Cruzamento da N125 com a N125-6,37.184062,-7.483801,20,,200
Cruzamento da N125 com a N269,37.123170,-8.223860,83,,400
Cruzamento da N125 com a N395,37.119146,-8.246176,68,,400
Cruzamento da N125 com a N396,37.098617,-8.050912,43,,400
Cruzamento da N125 com a N398,37.043428,-7.818297,17,,200
Cruzamento da N125-4 com a M521,37.123857,-8.016177,142,,400
Cruzamento da N265 com a N392,37.820185,-7.500759,233,,200
Cruzamento da N266 com a N267 Oeste,37.297409,-8.565256,351,,500
Cruzamento da N269 com a N269-2,37.151259,-8.272834,58,,400
Cruzamento da N-431 com a N-444,37.278547,-7.185022,10,,300
Cruzamento da N-431 com a N-445,37.253774,-7.232826,49,,1500
Cruzamento da N-431 com a N-446,37.245933,-7.306258,47,,1500
Cruzamento da SE-20 com a SE-30,37.413544,-6.00624,15,,200
Cruzamento do Eixo Norte-Sul com a Segunda Circular,38.757524,-9.172200,99,,1600
Cruzamento do IC1 com o IP8,38.205283,-8.563367,85,,800
Cruzamento do IC4 com a M520,37.051365,-7.953663,10,,300
Cruzamento do IC4 com a N125,37.073374,-7.97838,33,,300
Cruzamento do IC17 CRIL com o IC19,38.740446,-9.204520,116,,1400
Cruzamento Este da A-7 com a MA-24,36.723538,-4.301936,88,,1200
Cruzamento Norte da A-44 com a GR-30,37.271002,-3.658168,672,,1400
Cruzamento Oeste da A-7 com a MA-24,36.732357,-4.353453,106,,1200
Cruzamento Sul da A-44 com a GR-30,37.058625,-3.655178,828,,1500
Cruzamento Sul da MA-20 com a MA-21,36.648404,-4.488732,24,,1200
Cuba,38.165358,-7.891609,175,,800
"Cuesta de San Vicente, Madrid",40.420373,-3.715705,609,,1400
Cueva de Nerja,36.762029,-3.845080,158,,1500
Culatra,36.993994,-7.840545,2,Ria Formosa - Ilha da Culatra,200
Deserto,37.428911,-7.516223,198,,300
Don Benito,38.953866,-5.862498,285,,1200
Dunas de Vila Real de Santo António,37.183042,-7.430759,4,,100
Écija,37.541854,-5.081388,108,,700
Eixo Norte-Sul - Alcântara,38.709584,-9.177854,45,,1000
Eixo Norte-Sul - Campolide,38.727801,-9.172317,43,,1300
Eixo Norte-Sul - Radial de Benfica,38.737988,-9.171358,77,,1600
El Cuervo de Sevilla,36.853502,-6.038737,62,,800
El Granado,37.520717,-7.416822,135,,50
El Portil,37.211697,-7.049186,12,,1900
El Rocío,37.134034,-6.481845,7,,1900
El Rompido,37.217643,-7.115406,4,,1900
El Terrón,37.225158,-7.174830,4,,1800
Encinasola,38.136157,-6.872504,430,Parque Natural Sierra de Aracena y Picos de Aroche,800
Entradas,37.776403,-8.012497,177,,700
Ervidel,37.965864,-8.085745,169,,800
Espiche,37.101342,-8.738463,78,,500
Espírito Santo,37.543213,-7.647608,175,,40
"Estação Aeroporto, Metro de Lisboa",38.768995,-9.128441,92,,1700
Estação Cabo Ruivo,38.763189,-9.103961,24,,1700
Estação da Azambuja,39.06815,-8.866945,6,,1700
Estação da Casa Branca,38.498055,-8.158036,201,,1700
Estação da Luz,37.089047,-7.700091,26,,200
Estação da Parede,38.689804,-9.356589,24,,1700
Estação da Porta Nova,37.133203,-7.647859,24,,200
Estação da Póvoa,38.859203,-9.064168,4,,1700
Estação das Mercês,38.793173,-9.330721,158,,1700
Estação de Abrantes,39.440203,-8.194299,33,,2000
Estação de Aeropuerto T1-T2-T3,40.468300,-3.571098,610,,1800
Estação de Aeropuerto T4,40.491435,-3.593436,615,,1800
Estação de Agualva - Cacém,38.766514,-9.298481,117,,1700
Estação de Albergaria dos Doze,39.793586,-8.589321,248,,2000
Estação de Albufeira - Ferreiras,37.128592,-8.233035,81,,400
Estação de Alcáçovas,38.406713,-8.095441,190,,800
Estação de Alcântara-Mar,38.702515,-9.173658,4,,1700
Estação de Alcântara-Terra,38.707941,-9.173125,7,,1700
Estação de Alcantarilha,37.169876,-8.348605,34,,400
Estação de Alfarelos,40.164988,-8.634252,7,,2000
Estação de Alferrarede,39.473632,-8.187209,46,,2000
Estação de Algés,38.69836,-9.22934,3,,1700
Estação de Algueirão - Mem Martins,38.797698,-9.341097,167,,1700
Estação de Alhandra,38.923934,-9.011411,4,,1700
Estação de Alhos Vedros,38.651929,-9.027048,5,,1700
Estação de Almancil,37.095071,-8.024076,70,,400
Estação de Almourol,39.462286,-8.374024,41,,2000
Estação de Alvega-Ortiga,39.472337,-8.044638,41,,2000
Estação de Alverca,38.89018,-9.033784,3,,1700
Estação de Alvito,38.232976,-8.000178,145,,800
Estação de Amadora,38.75967,-9.235728,131,,1700
Estação de Amoreiras - Odemira,37.690014,-8.414970,159,,700
Estação de Baixa da Banheira,38.659360,-9.043618,6,,1700
Estação de Barajas,40.475804,-3.582324,621,,1800
Estação de Barquinha,39.461853,-8.436014,45,,1700
Estação de Barragem de Belver,39.481979,-8.00125,49,,2000
Estação de Barreiro-A,38.659931,-9.071422,7,,1700
Estação de Belém,38.696168,-9.197585,4,,1700
Estação de Bemposta,39.352419,-8.135648,90,,2100
Estação de Benfica,38.744372,-9.199966,93,,1700
Estação de Bobadela,38.806962,-9.094524,4,,1700
Estação de Boliqueime,37.122815,-8.152667,46,,400
Estação de Bom João,37.014076,-7.92142,6,,200
Estação de Bombarral,39.26511,-9.153371,30,,2000
Estação de Braço de Prata,38.746226,-9.103204,27,,1700
Estação de Cacela,37.176448,-7.538596,39,,200
Estação de Cais do Sodré,38.705979,-9.145404,2,,1700
Estação de Campolide,38.732551,-9.168170,48,,1700
Estação de Carcavelos,38.687835,-9.337171,23,,1700
Estação de Cascais,38.700885,-9.417835,12,,1700
Estação de Castanheira do Ribatejo,38.988949,-8.965442,4,,1700
Estação de Castro Marim,37.196822,-7.483779,3,,200
Estação de Caxarias,39.714451,-8.545447,141,,2000
Estação de Caxias,38.698747,-9.274404,6,,1700
Estação de Chão de Maçãs-Fátima,39.653933,-8.49371,147,,1800
Estação de Ciudad Real,38.985029,-3.912797,634,,1500
Estação de Coina,38.584795,-9.051206,26,,1700
Estação de Colombia,40.457233,-3.676936,706,,1900
Estação de Córdoba,37.888479,-4.789593,122,,1500
Estação de Corroios,38.636598,-9.151573,21,,1700
Estação de Cruz Quebrada,38.699788,-9.251994,7,,1700
Estação de Dois Portos,39.042555,-9.184591,79,,2000
Estação de Entrecampos,38.744610,-9.148470,74,,1700
Estação de Ermidas - Sado,38.002478,-8.414080,78,,700
Estação de Espadanal da Azambuja,39.050769,-8.902517,6,,1700
Estação de Estômbar - Lagoa,37.143429,-8.485506,18,,400
Estação de Évora,38.560571,-7.907194,254,,1700
Estação de Faro,37.018466,-7.939585,2,,200
Estação de Feliteira,39.022668,-9.179354,100,,2000
Estação de Feria de Madrid,40.463849,-3.616293,670,,1800
Estação de Fernando Pó,38.636516,-8.691447,57,,1700
Estação de Ferragudo,37.138716,-8.519069,3,,400
Estação de Fogueteiro,38.609856,-9.101396,23,,1700
Estação de Formoselha,40.17944,-8.607146,14,,2000
Estação de Foros de Amora,38.620704,-9.128845,26,,1700
Estação de Fuente de la Mora,40.484875,-3.662566,709,,1500
Estação de Funcheira,37.727240,-8.337805,101,,700
Estação de Fungalvaz,39.616507,-8.495005,98,,1800
Estação de Fuseta-A,37.053515,-7.74973,14,,200
Estação de Fuseta-Moncarapacho,37.06012,-7.75126,5,,200
Estação de Guadix,37.316780,-3.127145,934,,1800
Estação de Jerumelo,38.949851,-9.233031,244,,2000
Estação de Lagos,37.108514,-8.671666,3,,500
Estação de Lamarosa,39.528796,-8.469124,66,,1700
Estação de Litém,39.837945,-8.593443,161,,2000
Estação de Loulé,37.104634,-8.058654,50,,400
Estação de Madrid-Atocha,40.406173,-3.689191,626,,1500
Estação de Madrid-Chamartín-Clara Campoamor,40.472109,-3.682496,735,,1500
Estação de Madrid-Puerta de Atocha,40.404744,-3.688834,612,,1400
Estação de Mafra,38.897459,-9.291372,147,,2000
Estação de Malveira,38.928619,-9.258009,226,,2000
Estação de Mar de Cristal,40.469471,-3.638367,678,,1900
Estação de Marvila,38.739083,-9.108672,35,,1700
Estação de Massamá - Barcarena,38.751624,-9.283877,129,,1700
Estação de Mato de Miranda,39.368442,-8.554366,18,,1700
Estação de Messines - Alte,37.255522,-8.290915,144,,400
Estação de Mira Sintra - Meleças,38.78955,-9.31264,151,,1700
Estação de Moita,38.644839,-8.996217,6,,1700
Estação de Monte Abraão,38.755468,-9.265341,121,,1700
Estação de Monte Estoril,38.703596,-9.406433,8,,1700
Estação de Monte Gordo,37.190063,-7.448293,3,,200
Estação de Moscavide,38.777675,-9.099501,13,,1700
Estação de Mouriscas-A,39.46785,-8.085069,42,,2000
Estação de Nuevos Ministerios,40.446607,-3.692221,681,,1500
Estação de Oeiras,38.688451,-9.318814,19,,1700
Estação de Outeiro,39.191239,-9.177193,106,,2000
Estação de Paço de Arcos,38.697115,-9.290141,22,,1700
Estação de Paialvo,39.579633,-8.4738,72,,1800
Estação de Palmela,38.571172,-8.872722,50,,1500
Estação de Parque das Cidades,37.080296,-7.984628,41,,200
Estação de Paúl,39.294266,-9.162674,22,,2000
Estação de Pedra Furada,38.870107,-9.295509,167,,2000
Estação de Pegões,38.662344,-8.619292,91,,1700
Estação de Pelariga,39.967844,-8.633293,46,,2000
Estação de Penalva,38.590356,-8.995411,38,,1500
Estação de Penteado,38.638417,-8.957291,28,,1500
Estação de Pêro Negro,38.988539,-9.197441,149,,2000
Estação de Pinar del Rey,40.468048,-3.648071,702,,1900
Estação de Poceirão,38.634504,-8.744198,39,,1700
Estação de Pombal,39.916492,-8.630157,64,,2000
Estação de Portela de Sintra,38.802247,-9.376375,196,,1700
Estação de Portimão,37.144542,-8.537462,2,,500
Estação de Praça do Quebedo,38.524964,-8.886518,6,,1700
Estação de Praia do Ribatejo,39.467243,-8.347584,35,,2000
Estação de Praias do Sado-A,38.517980,-8.837926,2,,1700
Estação de Queluz - Belas,38.758722,-9.25673,128,,1700
Estação de Ramalhal,39.139511,-9.216042,56,,2000
Estação de Reboleira,38.750888,-9.222739,107,,1700
Estação de Recoletos,40.423449,-3.691078,648,,1500
Estação de Reguengo-Vale da Pedra-Pontével,39.099514,-8.793532,7,,1700
Estação de Riachos-Torres Novas-Golegã,39.432174,-8.504574,30,,1700
Estação de Rio de Mouro,38.784247,-9.320933,151,,1700
Estação de Roma-Areeiro,38.745697,-9.135495,63,,1700
Estação de Runa,39.072976,-9.209825,54,,2000
Estação de Sabugo,38.830541,-9.300026,170,,2000
Estação de Sacavém,38.795171,-9.099653,12,,1700
Estação de Santa Apolónia,38.714479,-9.122238,2,,1700
Estação de Santa Clara - Sabóia,37.495793,-8.481475,50,,600
Estação de Santa Cruz - Damaia,38.746943,-9.213193,98,,1700
Estação de Santa Iria,38.840548,-9.080232,4,,1700
Estação de Santa Margarida,39.447556,-8.296473,36,,2000
Estação de Santana-Cartaxo,39.144144,-8.758898,11,,1700
Estação de Santarém,39.242054,-8.675218,17,,1700
Estação de Santo Amaro,38.687068,-9.312675,19,,1700
Estação de Santos,38.706042,-9.155535,3,,1700
