Location A,Location B,Means of transport,Distance,Way,Cardinal point,Order A,Order B
Estação de Santa Clara - Sabóia,Monchique,Car,30.9,,SW,1,5
Estação de Santa Clara - Sabóia,São Marcos da Serra,Car,23.7,,SE,2,4
Estação de Santa Clara - Sabóia,São Teotónio,Car,27.0,,W,4,2
Estação de Santa Clara - Sabóia,Tunes,High-Speed Train,44.0,Linha do Sul,SE,8,10
Estação de Santa Margarida,Estação de Tramagal,Train,5.5,Linha da Beira Baixa - Regional,E,2,1
Estação de Santana-Cartaxo,Estação de Setil,Train,3.9,Linha do Norte - Regional,SW,1,2
Estação de Santana-Cartaxo,Estação de Vale de Santarém,Train,6.0,Linha do Norte - Regional,NE,2,1
Estação de Santarém,Estação de Vale de Figueira,Train,9.4,Linha do Norte - Regional,NE,2,1
Estação de Santarém,Estação de Vale de Santarém,Train,8.1,Linha do Norte - Regional,SW,1,2
Estação de Santarém,Estação de Vila Franca de Xira,Train,44.2,Linha do Norte - Intercidades,SW,5,7
Estação de Santarém,Estação do Entroncamento,High-Speed Train,31.9,Linha do Norte,NE,7,9
Estação de Santarém,Estação do Entroncamento,Train,31.9,Linha do Norte - Intercidades/InterRegional,NE,4,4
Estação de Santarém,Gare do Oriente,High-Speed Train,67.9,Linha do Norte,SW,6,11
Estação de Santo Tirso,Estação de Trofa,High-Speed Train,8.0,Linha de Guimarães,W,5,8
Estação de Santo Tirso,Estação de Trofa,Train,8.0,Linha de Guimarães - Intercidades,W,3,6
Estação de Santo Tirso,Estação de Vizela,Train,17.3,Linha de Guimarães - Intercidades,E,4,3
Estação de São Frutuoso,Estação de São Romão,Train,2.4,Linha de Braga/Linha de Guimarães/Linha do Minho - CP Porto,N,2,1
Estação de São João das Craveiras,Vendas Novas,Train,11.9,Linha do Alentejo - Intercidades,E,1,2
Estação de São João do Estoril,Estação de São Pedro do Estoril,Train,1.5,Linha de Cascais - CP Lisboa,E,1,2
Estação de São João do Estoril,Estação do Estoril,Train,1.2,Linha de Cascais - CP Lisboa,W,2,1
Estação de São Martinho do Campo,Estação de Terronhas,Train,3.2,Linha do Douro/Linha do Marco de Canaveses - CP Porto,E,2,1
Estação de São Martinho do Campo,Estação de Valongo,Train,2.7,Linha do Douro/Linha do Marco de Canaveses - CP Porto,NW,1,2
Estação de São Martinho do Porto,Estação de Valado-Nazaré-Alcobaça,Train,13.6,Linha do Oeste - InterRegional,NE,4,3
Estação de São Pedro da Torre,Estação de Valença,Train,4.2,Linha do Minho - Regional,NE,2,1
Estação de Sarnadas,Estação de Tojeirinha,Train,7.6,Linha da Beira Baixa - Regional,SW,1,2
Estação de Sete Rios,Estação do Pragal,Train,8.3,Linha do Sul - Intercidades,S,4,4
Estação de Silves,Parque Municipal do Sítio das Fontes,Car,6.1,,SW,3,2
Estação de Silves,Poço Barreto,Train,5.1,Linha do Algarve - Regional,SE,4,6
Estação de Silves,Silves,Car,2.5,N124-1,N,2,1
Estação de Simões,Estação de Soure,Train,5.3,Linha do Norte - Regional,N,2,1
Estação de Soure,Estação de Vila Nova de Anços,Train,6.1,Linha do Norte - Regional,N,2,1
Estação de Souselas,Estação de Vilela-Fornos,Train,2.9,Linha do Norte - Regional,SW,1,2
Estação de Suzão,Estação de Valongo,Train,1.6,Linha do Douro/Linha do Marco de Canaveses - CP Porto/Regional,SE,2,1
Estação de Taipa-Requeixo,Estação de Travassô,Train,1.3,Linha do Vouga/Ramal de Aveiro - Regional,SE,2,1
Estação de Taveiro,Estação de Vila Pouca do Campo,Train,2.6,Linha do Norte - Urbanos de Coimbra,SW,1,2
Estação de Tavira,Tavira - Sul,Car,0.6,,NE,1,3
Estação de Terronhas,Estação de Trancoso,Train,1.6,Linha do Douro/Linha do Marco de Canaveses - CP Porto,E,2,1
Estação de Travanca-Macinhata,Estação de Ul,Car,2.0,Linha do Vouga - Transbordo Rodoviário,NW,2,1
Estação de Valença,Estação de Viana do Castelo,Train,47.9,Linha do Minho - Celta,SW,3,7
Estação de Valença,Estação de Vila Nova de Cerveira,Train,14.1,Linha do Minho - Intercidades/InterRegional,SW,2,4
Estação de Vargelas,Estação de Vesúvio,Train,5.3,Linha do Douro - InterRegional/Regional,E,2,1
Estação de Venda do Alcaide,Pinhal Novo,Train,3.8,Linha do Sado/Linha do Sul - CP Lisboa/Fertagus,NW,1,4
Estação de Vila Franca de Xira,Gare do Oriente,Train,23.7,Linha do Norte - Intercidades/InterRegional,SW,5,8
Estação de Vila Nova da Rainha,Estação do Carregado,Train,4.1,Linha da Azambuja/Linha do Norte - CP Lisboa,SW,1,2
Estação de Vilar Formoso,Vilar Formoso,Car,0.7,,NW,3,2
Estação de Villanueva de Córdoba-Los Pedroches,Puertollano,High-Speed Train,75.4,LAV Madrid-Sevilha,NE,2,1
Estação do Entroncamento,Gare do Oriente,Train,99.8,Linha do Norte - Lusitânia Comboio Hotel/Sud Expresso,SW,7,9
Estação do Pragal,Pinhal Novo,Train,29.5,Linha do Sul - Intercidades,SE,3,6
Estação Encarnação,Estação Moscavide,Subway,1.1,Linha Vermelha - Metro de Lisboa,E,2,1
Estação Moscavide,Gare do Oriente,Subway,0.8,Linha Vermelha - Metro de Lisboa,SE,2,1
Estádio Algarve,Santa Bárbara de Nexe,Car,2.6,,NE,2,2
Estádio Nuevo Colombino,H-30 - Saída 15,Car,1.3,,E,2,3
Estádio Nuevo Colombino,Molhe da Compañía de Río Tinto,Car,0.6,,N,1,2
Estepa,Pedrera,Car,10.5,,S,3,2
Estoi,Moncarapacho,Car,10.3,,E,1,5
Estoi,Pechão,Car,4.8,N2-6,SE,2,3
Estoi,Ruínas Romanas de Milreu,Car,0.9,N2-6,W,4,1
Estômbar,Parque Municipal do Sítio das Fontes,Car,2.1,,N,2,1
"Estrela, Moura",Póvoa de São Miguel,Car,9.0,,SE,1,3
EX-A1 - Fim,EX-A1 - Saída 92,Car,5.8,EX-A1,E,1,2
EX-A1 - Saída 9,EX-A1 - Saída 16,Car,6.8,EX-A1,W,2,1
EX-A1 - Saída 16,EX-A1 - Saída 23,Car,6.8,EX-A1,W,2,1
EX-A1 - Saída 23,EX-A1 - Saída 29,Car,5.7,EX-A1,W,2,1
EX-A1 - Saída 29,EX-A1 - Saída 38,Car,9.4,EX-A1,W,2,1
EX-A1 - Saída 38,EX-A1 - Saída 42,Car,4.1,EX-A1,W,2,1
EX-A1 - Saída 42,EX-A1 - Saída 46,Car,3.4,EX-A1,W,2,1
EX-A1 - Saída 58,EX-A1 - Saída 61,Car,3.6,EX-A1,W,2,1
EX-A1 - Saída 61,EX-A1 - Saída 66,Car,4.3,EX-A1,W,2,1
EX-A1 - Saída 66,EX-A1 - Saída 72,Car,6.2,EX-A1,W,2,1
EX-A1 - Saída 72,EX-A1 - Saída 77,Car,5.6,EX-A1,W,2,1
EX-A1 - Saída 77,EX-A1 - Saída 82,Car,4.5,EX-A1,W,2,1
EX-A1 - Saída 82,EX-A1 - Saída 88,Car,6.0,EX-A1,W,2,1
EX-A1 - Saída 88,EX-A1 - Saída 92,Car,4.7,EX-A1,W,2,1
EX-A2 - Fim,EX-A2 - Saída 23,Car,1.6,EX-A2,NW,1,2
EX-A2 - Fim,Villanueva de la Serena,Car,2.1,,NE,3,2
EX-A2 - Saída 6,EX-A2 - Saída 8,Car,2.2,EX-A2,S,2,1
EX-A2 - Saída 8,EX-A2 - Saída 15,Car,6.8,EX-A2,SE,2,1
EX-A2 - Saída 15,EX-A2 - Saída 20,Car,4.6,EX-A2,S,2,1
EX-A2 - Saída 20,EX-A2 - Saída 23,Car,3.1,EX-A2,SE,2,1
EX-A2 - Saída 23,Villanueva de la Serena,Car,5.0,,SE,3,1
Faro - Avenida Calouste Gulbenkian,Faro - São Pedro,Car,1.3,,S,5,1
Faro - Avenida Calouste Gulbenkian,Faro - Sé,Car,1.6,,SE,4,1
Faro - Avenida Calouste Gulbenkian,Forum Algarve,Car,1.7,,NW,1,1
Faro - Avenida Calouste Gulbenkian,Universidade do Algarve - Campus da Penha,Car,1.8,,E,3,1
Faro - Avenida Calouste Gulbenkian,Variante de Faro - Nó com a N2,Car,2.7,N2,N,2,3
Faro del Espigón,Playa del Espigón Juan Carlos I,Car,7.2,,NW,1,2
Faro - São Pedro,Faro - Sé,Car,1.6,,E,2,2
Faro - São Pedro,Olhão,Boat,14.0,Costa de Portugal Continental,NE,7,9
Faro - São Pedro,Porto de Faro,Boat,1.8,Ria Formosa,SE,4,3
Faro - São Pedro,Praia de Faro,Boat,5.0,Ria Formosa,SW,5,2
Faro - São Pedro,Quarteira,Boat,34.1,Costa de Portugal Continental,NW,6,5
Faro - Sé,Universidade do Algarve - Campus da Penha,Car,1.4,,N,4,2
Faro - Sé,Variante de Faro - Nó com a M518,Car,1.9,,NE,5,4
Ferragudo,Marina de Portimão,Boat,0.8,Rio Arade,SW,3,5
Ferragudo,Parchal,Car,2.8,,N,2,2
Ferragudo,Porto Comercial de Portimão,Boat,0.7,Rio Arade,NW,4,3
Ferreira do Alentejo,"Odivelas, Ferreira do Alentejo",Car,13.3,N2,N,5,1
Ferreiras,Paderne,Car,7.6,,NE,1,6
Flecha del Rompido,Nuevo Portil,Boat,2.2,Rio Piedras,NE,2,6
Fóia,Monchique,Car,7.8,,E,1,3
Fonte Benémola,Querença,Car,2.4,,SE,1,4
Fonte Zambujo de Cima,Pereiro,Car,3.4,,NW,1,3
Fonte Zambujo,Fonte Zambujo de Baixo,Car,1.2,,SW,2,1
Fonte Zambujo,Fonte Zambujo de Cima,Car,0.9,,N,1,2
Formoa,Pomarão,Car,2.0,,NE,1,3
Forum Algarve,Variante de Faro - Nó com o IC4,Car,1.9,IC4,N,2,3
Fronteira Espanha-Gibraltar - Lado de Gibraltar,Fronteira Espanha-Gibraltar - Lado espanhol,Car,0.1,,N,1,4
Fronteira Espanha-Gibraltar - Lado de Gibraltar,Pista do Aeroporto de Gibraltar,Car,0.4,,S,4,1
Fronteira Espanha-Gibraltar - Lado de Gibraltar,Western Beach,Car,0.5,,SW,3,1
Fronteira Espanha-Gibraltar - Lado espanhol,La Línea de la Concepción - Centro da cidade,Car,3.0,,N,2,4
Fronteira Espanha-Gibraltar - Lado espanhol,"Paseo del Mediterráneo, La Línea de la Concepción",Car,3.1,,NE,3,1
Furnazinhas,Vaqueiros,Car,17.6,,NW,2,1
Fuseta,Ilha da Armona,Boat,10.9,Ria Formosa,SW,4,1
Fuseta,Olhão,Boat,13.9,Costa de Portugal Continental,SW,5,10
Fuseta,Praia da Fuseta,Boat,1.3,Ria Formosa,S,7,1
Fuseta,Praia do Barril,Boat,8.6,Ria Formosa,NE,3,2
Fuseta,Quatro Águas,Boat,15.4,Costa de Portugal Continental,NE,6,4
Gelves,San Juan de Aznalfarache,Car,3.0,,N,1,2
Gelves,SE-40 - Reinício,Car,4.0,,S,2,2
Gibraleón,San Bartolomé de la Torre,Car,15.3,,NW,4,3
Giões,São Bartolomeu de Via Glória,Car,7.0,,NW,3,2
Giões,Serro da Vinha de Baixo,Car,9.1,,E,2,2
Glorieta de los Cipreses,Polígono Industrial Aceitunero,Car,1.0,N-4 - Dos Hermanas,NW,2,1
GR-30 - Saída 1,GR-30 - Saída 2,Car,1.6,GR-30,S,2,1
GR-30 - Saída 4,GR-30 - Saída 5,Car,1.0,GR-30,SE,2,1
GR-30 - Saída 5,GR-30 - Saída 6,Car,1.3,GR-30,SE,2,1
GR-30 - Saída 6,GR-30 - Saída 7,Car,1.2,GR-30,S,2,1
GR-30 - Saída 7,GR-30 - Saída 9,Car,1.7,GR-30,SW,2,1
GR-30 - Saída 9,GR-30 - Saída 11,Car,2.0,GR-30,SE,2,1
GR-30 - Saída 11,GR-30 - Saída 12,Car,1.2,GR-30,SE,2,1
GR-30 - Saída 12,GR-30 - Saída 13,Car,1.0,GR-30,SE,2,1
GR-30 - Saída 13,GR-30 - Saída 15,Car,1.7,GR-30,S,2,1
GR-30 - Saída 18,GR-30 - Saída 21,Car,2.9,GR-30,SW,2,1
GR-30 - Saída 21,GR-30 - Saída 23,Car,2.4,GR-30,SW,2,1
Gran Teatro de Huelva,"Plaza de Isabel la Católica, Huelva",Car,0.5,,SE,6,4
Gran Teatro de Huelva,"Plaza de las Monjas, Huelva",Car,0.2,,N,4,1
Gran Teatro de Huelva,"Plaza Doce de Octubre, Huelva",Car,0.6,,W,2,6
Grândola,IP8 - Cruzamento com a N261-1,Car,5.2,,NW,9,3
Grândola,IP8 - Cruzamento com a N261-2,Car,9.1,,SW,8,2
Grândola,Pinhal Novo,High-Speed Train,69.5,Linha do Sul,NW,4,7
Grândola,Pinhal Novo,Train,69.5,Linha do Sul - Intercidades,NW,2,1
Guerreiros do Rio,Laranjeiras,Car,1.2,,NW,1,1
Guerreiros do Rio,Rotunda da Árvore,Car,0.7,,S,2,1
Guia,Marina de Albufeira,Car,7.7,,SE,5,2
Guia,Praia da Galé,Car,6.5,,SW,3,3
Guia,Zoomarine,Car,1.6,N125,W,4,1
H-30 - Centro Comercial,H-30 - Saída 11A,Car,0.5,H-30,SE,2,1
H-30 - Centro Comercial,Universidade de Huelva - Campus de El Carmen,Car,0.6,,SW,3,3
H-30 - Paseo Marítimo,H-30 - Saída 8,Car,1.0,H-30,E,2,1
H-30 - Paseo Marítimo,"Humilladero de la Cinta, Huelva",Car,0.6,,S,4,2
H-30 - Paseo Marítimo,"Paseo Marítimo, Huelva",Car,1.1,,SW,3,1
H-30 - Saída 8,H-30 - Saída 9,Car,0.7,H-30,E,2,1
H-30 - Saída 9,Hospital Universitário Juan Ramón Jiménez,Car,0.5,,S,4,2
H-30 - Saída 9,Hospital Vázquez Díaz,Car,1.0,,SE,5,1
H-30 - Saída 11A,H-30 - Saída 11B,Car,0.5,H-30,S,2,1
H-30 - Saída 11A,"Hospital Infanta Elena, Huelva",Car,1.3,,NE,5,1
H-30 - Saída 11A,Polígono Industrial La Paz,Car,0.7,,S,7,2
H-30 - Saída 11A,Polígono Industrial Polirrosa,Car,0.7,,SW,8,2
H-30 - Saída 11A,"Polígono Industrial San Diego, Huelva",Car,1.3,,NE,6,2
H-30 - Saída 11A,Universidade de Huelva - Campus de El Carmen,Car,0.9,,W,4,5
H-30 - Saída 11B,H-30 - Saída 12,Car,0.6,H-30,S,2,1
H-30 - Saída 11B,Polígono Industrial La Esperanza,Car,0.4,,S,3,1
H-30 - Saída 11B,Polígono Industrial Polirrosa,Car,0.8,,W,4,3
H-30 - Saída 12,H-30 - Saída 15,Car,2.7,H-30,SW,2,1
H-30 - Saída 12,Polígono Industrial La Paz,Car,0.5,,NE,3,1
H-30 - Saída 15,H-30 - Saída 18,Car,3.5,H-30,S,2,1
H-30 - Saída 18,N-442 - Acesso Norte ao Porto Exterior de Huelva,Car,1.1,N-442,S,2,1
H-30 - Saída 18,Punta del Sebo,Car,0.4,,SW,4,1
H-31 - Fim,Universidade de Huelva - Campus de El Carmen,Car,0.5,,SE,3,1
H-31 - Saída 80,Polígono Industrial Tartessos,Car,2.4,,E,4,2
Hangares,Ilha do Farol,Boat,1.5,Ria Formosa,SW,2,1
Hortas,Vila Real de Santo António,Car,2.4,N125,E,2,3
"Hospital Infanta Elena, Huelva","Polígono Industrial San Diego, Huelva",Car,1.0,,SE,2,1
"Humilladero de la Cinta, Huelva",Mirador del Conquero,Car,1.8,,S,6,1
"Humilladero de la Cinta, Huelva","Parque Moret, Huelva",Car,1.0,,SE,3,1
"Humilladero de la Cinta, Huelva","Paseo Marítimo, Huelva",Car,0.6,,W,1,3
"Humilladero de la Cinta, Huelva",Praça de Touros de La Merced,Car,1.5,,S,5,2
IC1 - Cruzamento com a N124,São Bartolomeu de Messines,Car,2.0,N124,NW,4,1
IC1 - Cruzamento com a N124,São Marcos da Serra,Car,16.7,IC1,NW,3,1
IC1 - Cruzamento com a N124,Tunes,Car,10.9,IC1,S,2,5
IC1 - Cruzamento com a N263,Messejana,Car,9.5,,NE,3,1
IC1 - Cruzamento com a N263,Mimosa,Car,20.6,IC1,N,4,2
IC1 - Cruzamento com a N263,Ourique,Car,21.6,IC1,SE,2,5
IC17 CRIL - Início,IC17 CRIL - Saída 1,Car,0.8,IC17 CRIL,NE,1,1
IC17 CRIL - Odivelas Oeste,IC17 CRIL - Saída 10,Car,1.6,IC17 CRIL,E,2,1
IC17 CRIL - Saída 1,IC17 CRIL - Saída 2,Car,1.1,IC17 CRIL,NE,2,1
IC17 CRIL - Saída 4,IC17 CRIL - Saída 5,Car,0.9,IC17 CRIL,N,2,1
IC17 CRIL - Saída 4,Lisboa Camping & Bungalows,Car,0.6,,NE,3,2
IC17 CRIL - Saída 5,Lisboa Camping & Bungalows,Car,0.8,,SE,3,1
IC17 CRIL - Saída 7,IC17 CRIL - Saída 8,Car,0.9,IC17 CRIL,NE,2,1
IC19 - Palácio de Queluz,IC19 - Saída 4,Car,0.8,IC19,E,2,1
IC19 - Palácio de Queluz,IC19 - Saída 5,Car,0.7,IC19,W,1,2
IC19 - Saída 2,IC19 - Saída 2A,Car,0.9,IC19,W,1,2
IC19 - Saída 2A,IC19 - Saída 3,Car,0.9,IC19,NW,1,2
IC19 - Saída 3,IC19 - Saída 4,Car,1.3,IC19,NW,1,2
IC19 - Saída 7,IC19 - Saída 8,Car,1.9,IC19,NW,1,2
IC19 - Saída 8,IC19 - Saída 9,Car,0.7,IC19,NW,1,2
IC19 - Saída 9,IC19 - Saída 10,Car,1.3,IC19,W,1,2
IC19 - Saída 10,IC19 - Saída 11,Car,1.2,IC19,NW,1,2
IC19 - Saída 11,IC19 - Saída 12,Car,1.0,IC19,W,1,2
IC19 - Saída 12,IC19 - Saída 13,Car,1.5,IC19,W,1,2
IC23 - Avenida da Boavista Nascente,IC23 - Avenida da Boavista Poente,Car,0.8,A28/IC23 VCI,N,1,2
IC23 - Avenida da Boavista Nascente,IC23 - Campo Alegre,Car,0.9,A28/IC23 VCI,SE,2,1
IC23 - Campanhã,IC23 - Estádio do Dragão,Car,1.1,A20/IC23 VCI,N,2,1
IC23 - Cruzamento com a N14,IC23 - Rua do Amial,Car,0.8,A20/IC23 VCI,E,1,2
IC23 - Estádio do Dragão,IC23 - Nó das Antas,Car,0.7,A20/IC23 VCI,NW,2,1
IC23 - Paranhos,IC23 - Rua do Amial,Car,0.9,A20/IC23 VCI,W,2,1
IC27 - Fim,IC27 - Saída 7,Car,6.1,IC27,S,2,1
IC27 - Fim,Parque Empresarial de Alcoutim,Car,7.7,N122,SE,4,5
IC27 - Início,IC27 - Saída 1,Car,1.1,IC27,NW,1,2
IC27 - Início,Monte Francisco,Car,0.5,,W,3,2
IC27 - Início,Norte do Sapal de Castro Marim e Vila Real de Santo António,Car,2.0,,E,4,1
IC27 - Saída 1,IC27 - Saída 2,Car,8.1,IC27,NW,1,2
IC27 - Saída 1,Junqueira,Car,2.4,N122,NW,3,2
IC27 - Saída 1,Monte Francisco,Car,0.9,,S,5,1
IC27 - Saída 1,Quinta do Vale Golf Resort,Car,1.1,,NE,6,1
IC27 - Saída 2,IC27 - Saída 3,Car,2.6,IC27,N,1,2
IC27 - Saída 2,Piçarral,Car,1.0,,NE,4,1
IC27 - Saída 2,Sentinela,Car,1.2,,W,5,1
IC27 - Saída 3,IC27 - Saída 4,Car,2.7,IC27,N,1,2
IC27 - Saída 3,Portela Alta de Cima,Car,2.5,,SW,4,1
IC27 - Saída 4,IC27 - Saída 5,Car,3.3,IC27,NW,1,2
IC27 - Saída 4,Montinho de Odeleite,Car,4.1,,NW,4,1
IC27 - Saída 4,Odeleite,Car,0.7,,E,3,2
IC27 - Saída 5,IC27 - Saída 6,Car,5.1,IC27,N,1,2
IC27 - Saída 5,Tenência,Car,3.3,,NE,3,1
IC27 - Saída 5,Vale do Pereiro,Car,1.9,,W,4,2
IC27 - Saída 6,IC27 - Saída 7,Car,3.7,IC27,N,1,2
IC27 - Saída 6,Palmeira,Car,0.7,,SW,4,1
IC27 - Saída 7,Parque Empresarial de Alcoutim,Car,3.0,N124,E,3,3
IC27 - Saída 7,Tacões,Car,3.5,N124,NW,5,2
IES La Rábida,Mirador del Conquero,Car,0.6,,N,1,2
IES La Rábida,Plaza de Ivonne Cazenave,Car,0.2,,S,2,2
IES La Rábida,Plaza del Huerto Paco,Car,0.6,,NE,3,5
"Iglesia de San Pedro, Huelva",Plaza de Ivonne Cazenave,Car,0.3,,NE,2,4
"Iglesia de San Pedro, Huelva","Plaza de la Dinastía de los Litri, Huelva",Car,0.4,,E,6,3
"Iglesia de San Pedro, Huelva","Plaza de la Vera Cruz, Huelva",Car,0.3,,SW,4,2
"Iglesia de San Pedro, Huelva",Plaza de Quintero Báez,Car,0.3,,S,5,3
"Iglesia de San Pedro, Huelva","Plaza del Lino, Huelva",Car,0.4,,W,3,5
"Iglesia de San Pedro, Huelva",Universidade de Huelva - Campus de La Merced,Car,0.6,,NW,1,4
Ilha da Armona,Olhão,Boat,2.9,Ria Formosa,NW,3,7
Ilha do Farol,Porto de Faro,Boat,6.0,Ria Formosa,NW,2,2
Ilha do Farol,Praia da Barreta,Boat,1.4,Ria Formosa,SW,3,1
Ilha do Pessegueiro,Porto Covo,Boat,1.7,Costa de Portugal Continental,N,1,6
IP2 - Saída 38,IP2 - Saída 39,Car,4.0,IP2,SW,1,1
IP2 - Saída 39,IP2 - Saída 40,Car,2.7,IP2,S,2,1
IP2 - Saída 39,Vidigueira,Car,1.4,,S,3,2
IP2 - Saída 40,IP2 - Saída 41,Car,5.7,IP2,SW,2,1
IP2 - Saída 40,Vidigueira,Car,1.5,,N,3,1
IP2 - Saída 41,São Matias,Car,6.3,IP2,SW,2,1
IP2 - Saída 42,IP2 - Saída 43,Car,4.9,IP2,S,2,1
IP2 - Saída 42,Santa Clara de Louredo,Car,0.3,,E,3,1
IP2 - Saída 43,IP2 - Saída 44,Car,2.2,IP2,S,2,1
IP2 - Saída 44,IP2 - Saída 45,Car,2.9,IP2,SW,2,1
IP2 - Saída 45,IP2 - Saída 46,Car,6.0,IP2,SW,2,1
IP2 - Saída 45,Trindade,Car,1.1,,S,3,1
IP2 - Saída 46,IP2 - Saída 47,Car,3.3,IP2,S,2,1
IP2 - Saída 48,IP2 - Saída 49,Car,2.2,IP2,SW,2,1
IP2 - Saída 49,IP2 - Saída 50,Car,3.9,IP2,SW,2,1
IP8 - Cruzamento com a N261,Santiago do Cacém,Car,5.2,,SE,4,4
IP8 - Cruzamento com a N261,Vila Nova de Santo André,Car,6.1,,NW,3,2
IP8 - Cruzamento com a N261-1,IP8 - Cruzamento com a N261-2,Car,6.2,IP8,SW,1,4
IP8 - Cruzamento com a N261-2,Melides,Car,7.9,,W,3,1
IP8 - Início,Porto de Sines - Terminal XXI,Car,1.4,,SW,2,1
IP8 - Início,Porto de Sines - Terminal de Gás Natural,Car,1.2,,W,3,1
IP8 - Início,Praia de São Torpes,Car,3.2,N120-1,SE,1,3
Isla Cristina,Playa Central,Car,2.0,,SE,2,1
Isla Cristina,Punta del Moral,Boat,1.6,Marismas de Isla Cristina,SW,3,5
Isla de Bacuta Sur,Puente del Burro,Car,2.0,,S,2,1
Isla Saltés,Playa del Espigón Juan Carlos I,Car,5.8,,SE,2,1
Isla Saltés,Puente del Burro,Car,4.6,,NW,1,2
Islantilla,La Antilla,Car,1.8,,E,2,1
Islantilla,Urbasur,Car,2.0,,W,1,2
Junqueira,Montes Castelhanos,Car,0.6,N122,N,1,3
La Antilla,Pinares de Lepe,Car,2.6,,N,3,2
La Línea de la Concepción - Centro da cidade,"Paseo del Mediterráneo, La Línea de la Concepción",Car,1.5,,E,5,2
La Redondela,Lepe,Train,8.3,Antiga Linha Gibraleón-Ayamonte,NE,2,1
La Redondela,Pozo del Camino,Car,4.3,,W,4,3
Lagoa de Santo André,Vila Nova de Santo André,Car,7.5,,S,1,3
Lagoa,Porches,Car,5.2,N125,SE,2,6
Lagoa,Slide & Splash,Car,2.3,,NW,5,1
Lagos,N125 - Acesso à Saída 1 da A22,Car,4.1,,NW,4,1
Lagos,Praia Dona Ana,Car,2.4,,S,3,1
Laguna del Portil,Playa de La Bota,Car,1.8,,SE,2,1
Laranjeiras,Montinho das Laranjeiras,Car,0.5,,NW,2,2
Lepe,Pinares de Lepe,Car,3.5,,S,6,1
Livramento,Luz de Tavira,Car,3.2,N125,NE,1,3
Lombardos,Roncão de Cima,Car,2.3,,SE,2,3
Loulé,Mina de Sal-Gema de Loulé,Car,1.6,,SE,4,1
Loulé,Querença,Car,10.3,,NE,6,1
Loulé,Santuário de Nossa Senhora da Piedade,Car,1.7,,W,3,1
Loulé,São Brás de Alportel,Car,13.2,,NE,2,4
Luz de Tavira,Moncarapacho,Car,7.9,,W,4,2
Luz de Tavira,Santo Estêvão,Car,4.2,,N,5,4
"Luz, Lagos",N125 - Acesso à Saída 1 da A22,Car,4.2,,NE,2,5
Luzianes,São Martinho das Amoreiras,Car,12.4,N123,NE,3,1
M-14 - T1-T2-T3 Norte,M-14 - T1-T2-T3 Sul,Car,1.3,M-14,S,1,2
M-30 - Calle de San Pol de Mar,M-30 - Saída 19,Car,1.0,M-30,NW,1,2
M-30 - Glorieta de José Moñino,M-30 - Glorieta de las Reales Academias,Car,0.6,M-30 - Avenida de la Ilustración,SW,2,1
